,city,driver_count,type,date,fare,ride_id
155,West Angela,48,Urban,2018-01-10 12:17:31,12.74,2108723916092
156,West Angela,48,Urban,2018-03-08 01:08:42,41.06,6204872968343
157,West Angela,48,Urban,2018-03-10 11:23:00,27.1,1365318639571
158,West Angela,48,Urban,2018-01-30 18:08:35,19.13,2078144834391
159,West Angela,48,Urban,2018-01-30 18:46:42,32.31,7288678136396
160,West Angela,48,Urban,2018-03-01 11:13:34,30.3,9673529276907
161,West Angela,48,Urban,2018-02-05 18:53:14,36.37,7832434584190
162,West Angela,48,Urban,2018-05-03 09:04:03,24.07,7808186044800
163,West Angela,48,Urban,2018-04-14 18:40:42,32.77,4995732310908
164,West Angela,48,Urban,2018-03-18 12:08:51,34.05,5332405801414
165,West Angela,48,Urban,2018-04-18 12:07:32,16.18,5770095626762
166,West Angela,48,Urban,2018-01-27 09:35:35,9.24,2623127281275
167,West Angela,48,Urban,2018-03-08 13:24:07,4.92,5445148182471
168,West Angela,48,Urban,2018-01-19 00:36:52,40.4,740626207222
169,West Angela,48,Urban,2018-04-03 14:44:18,23.52,4843054118477
170,West Angela,48,Urban,2018-03-04 17:50:37,20.72,1784730761330
171,West Angela,48,Urban,2018-05-05 14:17:49,23.66,9188266805735
172,West Angela,48,Urban,2018-01-22 02:28:03,32.18,4244815728759
173,West Angela,48,Urban,2018-03-07 10:38:26,14.8,5022473192100
174,West Angela,48,Urban,2018-03-20 23:44:20,23.83,8750806883711
175,West Angela,48,Urban,2018-01-25 12:19:12,41.05,4602414089174
176,West Angela,48,Urban,2018-01-04 20:45:01,20.33,1920342316739
177,West Angela,48,Urban,2018-05-01 19:03:17,23.23,7769940291512
178,West Angela,48,Urban,2018-02-21 13:51:29,29.99,4367320607156
179,West Angela,48,Urban,2018-02-15 08:01:29,44.12,1962119538906
180,West Angela,48,Urban,2018-02-22 02:22:44,19.44,3794957743208
181,West Angela,48,Urban,2018-01-12 01:55:14,20.46,5241313119408
182,West Angela,48,Urban,2018-01-02 09:28:27,19.81,9739967666158
183,West Angela,48,Urban,2018-02-22 04:05:17,23.09,5991667849215
184,West Angela,48,Urban,2018-03-18 15:57:00,13.06,7206619990906
185,West Angela,48,Urban,2018-04-10 17:06:27,31.03,3524340292330
186,West Angela,48,Urban,2018-04-11 06:59:17,29.06,713854282118
187,West Angela,48,Urban,2018-02-21 08:28:35,40.55,1832101254162
188,West Angela,48,Urban,2018-03-17 09:42:27,23.45,7766326460678
189,West Angela,48,Urban,2018-02-21 12:29:36,27.68,791846342132
190,West Angela,48,Urban,2018-04-13 21:50:59,28.75,3697508187707
191,West Angela,48,Urban,2018-04-14 12:28:19,39.95,7950036014003
192,West Angela,48,Urban,2018-05-07 01:03:12,12.35,2050512349119
193,Martinezhaven,25,Urban,2018-03-19 15:31:26,5.3,264337981979
194,Martinezhaven,25,Urban,2018-02-20 19:32:45,13.34,2760692818274
195,Martinezhaven,25,Urban,2018-04-18 01:40:39,34.7,2023088734313
196,Martinezhaven,25,Urban,2018-04-18 18:37:14,5.81,2124254219877
197,Martinezhaven,25,Urban,2018-02-07 21:45:45,4.31,9333328117367
198,Martinezhaven,25,Urban,2018-04-14 16:26:12,32.57,971301770681
199,Martinezhaven,25,Urban,2018-03-07 12:26:18,23.55,7385334795420
200,Martinezhaven,25,Urban,2018-03-12 10:02:28,21.18,4046813358675
201,Martinezhaven,25,Urban,2018-02-16 17:25:31,15.33,9810609975378
202,Martinezhaven,25,Urban,2018-01-21 01:50:28,42.75,9056087833483
203,Martinezhaven,25,Urban,2018-03-11 20:07:13,7.01,7636746329063
204,Martinezhaven,25,Urban,2018-02-03 06:15:55,11.61,3416645088537
205,Martinezhaven,25,Urban,2018-03-21 07:56:22,39.26,9867639864905
206,Martinezhaven,25,Urban,2018-02-15 02:18:44,15.93,9624577513483
207,Martinezhaven,25,Urban,2018-04-15 09:17:59,35.45,4822605030086
208,Martinezhaven,25,Urban,2018-02-23 00:15:55,15.48,5946821101050
209,Martinezhaven,25,Urban,2018-01-10 03:37:02,23.62,5469885684920
210,Martinezhaven,25,Urban,2018-02-17 21:48:23,34.27,234040536506
211,Martinezhaven,25,Urban,2018-02-14 02:51:53,27.16,2198999302323
212,Martinezhaven,25,Urban,2018-05-07 05:55:00,6.89,3266247221258
213,Martinezhaven,25,Urban,2018-04-12 06:49:43,11.55,9306298924624
214,Martinezhaven,25,Urban,2018-04-13 19:46:33,40.2,8856596685853
215,Martinezhaven,25,Urban,2018-02-06 10:58:28,40.29,4665194925087
216,Martinezhaven,25,Urban,2018-04-30 00:42:10,36.07,1517725239558
217,Karenberg,22,Urban,2018-03-11 17:26:12,36.15,7796761531541
218,Karenberg,22,Urban,2018-04-29 20:54:19,28.41,9052850267417
219,Karenberg,22,Urban,2018-03-30 11:38:39,24.64,4539326805168
220,Karenberg,22,Urban,2018-03-05 01:38:53,44.1,9226782716583
221,Karenberg,22,Urban,2018-04-27 14:57:38,44.73,3800715746753
222,Karenberg,22,Urban,2018-04-07 16:28:35,16.11,4806086618308
223,Karenberg,22,Urban,2018-04-23 21:11:11,26.92,9685096099889
224,Karenberg,22,Urban,2018-02-14 14:40:41,11.06,4344963104211
225,Karenberg,22,Urban,2018-03-09 14:47:25,35.68,8631752660819
226,Karenberg,22,Urban,2018-01-16 13:52:57,41.26,3357149373173
227,Karenberg,22,Urban,2018-02-18 19:28:12,44.08,7216870520002
228,Karenberg,22,Urban,2018-01-08 13:51:01,9.5,1452908053234
229,Karenberg,22,Urban,2018-01-30 10:51:26,8.79,3832465976005
230,Karenberg,22,Urban,2018-04-30 21:38:38,5.7,7644517011765
231,Karenberg,22,Urban,2018-04-13 05:14:30,23.73,405640953288
232,Karenberg,22,Urban,2018-04-24 12:57:40,34.67,6995539608497
233,Karenberg,22,Urban,2018-02-19 16:11:56,12.25,3871929479027
234,Barajasview,26,Urban,2018-01-15 02:59:07,19.52,8268107272481
235,Barajasview,26,Urban,2018-01-23 13:23:53,37.68,4108452999906
236,Barajasview,26,Urban,2018-02-08 18:07:22,24.49,2612169071005
237,Barajasview,26,Urban,2018-03-01 11:06:21,28.25,7225827834994
238,Barajasview,26,Urban,2018-02-19 02:25:34,26.83,937248382509
239,Barajasview,26,Urban,2018-04-15 20:37:17,17.76,8098247711287
240,Barajasview,26,Urban,2018-05-02 21:02:33,17.12,4628923040888
241,Barajasview,26,Urban,2018-04-09 08:10:39,39.36,1801612492097
242,Barajasview,26,Urban,2018-02-03 09:58:39,39.39,9437995336707
243,Barajasview,26,Urban,2018-03-12 04:54:10,37.05,1829231979881
244,Barajasview,26,Urban,2018-03-15 22:44:08,28.3,1314271514395
245,Barajasview,26,Urban,2018-03-19 12:17:33,26.6,5623058981104
246,Barajasview,26,Urban,2018-01-02 23:23:19,36.13,8567191526174
247,Barajasview,26,Urban,2018-01-14 11:00:56,19.81,2376258275704
248,Barajasview,26,Urban,2018-05-06 01:06:46,17.63,9233210711447
249,Barajasview,26,Urban,2018-04-03 15:25:40,44.15,9596158245970
250,Barajasview,26,Urban,2018-01-24 05:58:33,9.21,1841073494391
251,Barajasview,26,Urban,2018-03-24 06:34:31,12.24,766512199846
252,Barajasview,26,Urban,2018-04-18 08:44:07,12.35,6122257582314
253,Barajasview,26,Urban,2018-01-04 09:32:47,12.25,1657106589275
254,Barajasview,26,Urban,2018-03-29 01:02:09,29.55,3838354230678
255,Barajasview,26,Urban,2018-01-12 23:20:59,21.64,3010027933226
256,Robertport,12,Urban,2018-03-06 09:51:08,6.73,9679756863064
257,Robertport,12,Urban,2018-03-20 19:11:26,20.21,9630923585394
258,Robertport,12,Urban,2018-02-18 15:01:19,43.47,7995689882173
259,Robertport,12,Urban,2018-04-03 01:20:38,15.14,6669724727514
260,Robertport,12,Urban,2018-02-28 22:50:15,13.39,681044064878
261,Robertport,12,Urban,2018-04-19 19:45:44,39.57,3970344404659
262,Robertport,12,Urban,2018-02-24 22:01:38,8.48,2892772641554
263,Robertport,12,Urban,2018-01-25 01:33:06,44.75,6711343300903
264,Robertport,12,Urban,2018-05-03 02:36:46,31.62,4852264393826
265,Robertport,12,Urban,2018-03-25 18:55:34,35.29,7875812010140
266,Robertport,12,Urban,2018-04-24 23:45:26,19.73,7443212616134
267,Robertport,12,Urban,2018-04-27 12:31:49,41.48,6464585125888
268,Robertport,12,Urban,2018-04-27 10:55:00,11.42,9229559709948
269,Robertport,12,Urban,2018-03-21 05:48:07,8.2,3399765997944
270,Robertport,12,Urban,2018-03-26 22:47:28,13.34,5448152130582
271,Robertport,12,Urban,2018-02-14 04:42:16,18.38,9072927119265
272,Robertport,12,Urban,2018-04-30 23:36:58,14.81,1468741682203
273,Robertport,12,Urban,2018-03-17 22:50:46,14.61,8501454819559
274,Robertport,12,Urban,2018-04-16 09:48:39,36.11,5886554503793
275,Robertport,12,Urban,2018-04-18 06:58:23,24.48,4267630984582
276,Joneschester,39,Urban,2018-03-01 18:48:35,34.71,3343258153690
277,Joneschester,39,Urban,2018-01-30 17:41:45,36.78,1664032953575
278,Joneschester,39,Urban,2018-02-07 18:36:22,6.34,2605462716773
279,Joneschester,39,Urban,2018-01-03 05:45:12,25.47,5540177253069
280,Joneschester,39,Urban,2018-01-03 01:03:50,17.97,5439310968925
281,Joneschester,39,Urban,2018-02-27 08:19:34,33.34,2386091007509
282,Joneschester,39,Urban,2018-04-02 04:52:55,10.52,4970367967024
283,Joneschester,39,Urban,2018-03-17 22:39:55,15.35,2307172112042
284,Joneschester,39,Urban,2018-04-24 13:07:44,9.78,967059001191
285,Joneschester,39,Urban,2018-02-16 02:35:16,9.48,4155294950060
286,Joneschester,39,Urban,2018-03-09 03:25:16,39.32,1553159622320
287,Joneschester,39,Urban,2018-01-15 21:21:00,13.43,2235858014628
288,Joneschester,39,Urban,2018-03-12 21:52:41,21.17,1576517155223
289,Joneschester,39,Urban,2018-04-22 16:48:28,9.7,8587089133901
290,Joneschester,39,Urban,2018-03-10 13:31:40,22.72,8705027938818
291,Joneschester,39,Urban,2018-03-10 08:15:49,27.91,1273089327705
292,Joneschester,39,Urban,2018-01-26 19:19:04,13.77,6678138496534
293,Joneschester,39,Urban,2018-03-13 06:10:43,27.79,1264452837532
294,Joneschester,39,Urban,2018-03-28 07:41:45,7.56,4606111536146
295,Joneschester,39,Urban,2018-05-05 02:00:02,21.74,2729175742345
296,Joneschester,39,Urban,2018-03-04 18:00:23,41.65,9830268750819
297,Joneschester,39,Urban,2018-02-17 10:04:23,10.52,3382314791322
298,Joneschester,39,Urban,2018-03-19 01:52:17,42.74,4496207006444
299,Joneschester,39,Urban,2018-04-13 18:44:13,27.36,7530382780656
300,Joneschester,39,Urban,2018-04-20 09:40:03,30.12,8972497663155
301,Leahton,17,Urban,2018-02-26 18:42:15,8.85,6966668662612
302,Leahton,17,Urban,2018-05-05 10:34:50,17.05,5846586406028
303,Leahton,17,Urban,2018-04-02 17:39:37,22.76,5808733389189
304,Leahton,17,Urban,2018-02-21 20:37:56,24.13,6759666489394
305,Leahton,17,Urban,2018-02-13 11:40:59,16.79,4744794513785
306,Leahton,17,Urban,2018-01-27 08:09:59,29.36,2921814447813
307,Leahton,17,Urban,2018-02-28 13:10:56,9.08,8197500470005
308,Leahton,17,Urban,2018-01-13 00:03:43,9.37,4669655714135
309,Leahton,17,Urban,2018-01-08 11:48:08,39.81,457901817044
310,Leahton,17,Urban,2018-02-15 17:00:16,25.84,9242697245895
311,Leahton,17,Urban,2018-03-06 17:06:51,41.29,3310674816591
312,Leahton,17,Urban,2018-03-31 02:08:34,4.65,2204196907107
313,Leahton,17,Urban,2018-02-23 01:19:01,7.08,3744450559493
314,Leahton,17,Urban,2018-02-04 08:07:51,15.37,9588333638752
315,Leahton,17,Urban,2018-02-05 18:06:22,8.38,5895519228312
316,Leahton,17,Urban,2018-04-13 10:54:14,18.25,6160383330317
317,Leahton,17,Urban,2018-01-15 02:30:19,21.95,1795517114461
318,Leahton,17,Urban,2018-02-28 20:02:59,31.01,2116500207936
319,Leahton,17,Urban,2018-03-06 20:26:06,14.87,3839886060948
320,Leahton,17,Urban,2018-03-03 01:24:39,43.44,4290916547911
321,Leahton,17,Urban,2018-03-13 09:17:41,36.79,6214133326256
322,West Christopherberg,32,Urban,2018-03-18 17:14:06,12.64,1061090771392
323,West Christopherberg,32,Urban,2018-01-17 14:30:56,9.04,5154845220316
324,West Christopherberg,32,Urban,2018-01-23 21:23:07,30.93,5335678989278
325,West Christopherberg,32,Urban,2018-01-08 08:25:29,37.78,8767059547253
326,West Christopherberg,32,Urban,2018-03-21 00:14:02,43.87,5085480897932
327,West Christopherberg,32,Urban,2018-03-01 21:33:11,11.97,6422545841490
328,West Christopherberg,32,Urban,2018-03-21 02:57:41,21.41,7703401822129
329,West Christopherberg,32,Urban,2018-03-27 23:57:27,21.55,2201807083816
330,West Christopherberg,32,Urban,2018-03-20 03:04:47,42.83,6898409001667
331,West Christopherberg,32,Urban,2018-02-17 03:30:47,4.4,4353113095330
332,West Christopherberg,32,Urban,2018-02-19 19:49:30,40.98,752483924594
333,West Christopherberg,32,Urban,2018-03-07 20:09:48,32.27,2175995190390
334,West Christopherberg,32,Urban,2018-02-10 19:41:43,8.42,836258929042
335,West Christopherberg,32,Urban,2018-04-06 13:59:18,25.31,3275952096570
336,West Christopherberg,32,Urban,2018-02-09 12:25:18,33.97,4253879747453
337,West Christopherberg,32,Urban,2018-01-11 21:37:38,44.76,2736821667334
338,West Christopherberg,32,Urban,2018-04-25 06:22:17,35.39,7477243029144
339,West Christopherberg,32,Urban,2018-02-08 23:04:07,14.22,3725594191671
340,West Christopherberg,32,Urban,2018-02-20 15:23:03,26.9,1241904355851
341,West Christopherberg,32,Urban,2018-05-01 12:39:07,39.8,5350289549048
342,West Christopherberg,32,Urban,2018-03-10 22:42:09,7.98,5729357604390
343,West Christopherberg,32,Urban,2018-04-03 12:01:59,33.03,1478762318845
344,West Christopherberg,32,Urban,2018-02-07 01:24:59,10.91,3730797143907
345,West Christopherberg,32,Urban,2018-04-19 04:53:19,22.86,9748845131381
346,West Christopherberg,32,Urban,2018-04-11 14:46:23,4.88,7740852204661
347,West Christopherberg,32,Urban,2018-01-30 08:11:49,16.85,7337258118847
348,Johnton,27,Urban,2018-01-17 02:12:01,32.19,8526302845313
349,Johnton,27,Urban,2018-01-08 17:33:26,43.75,195318504552
350,Johnton,27,Urban,2018-03-27 00:10:12,18.89,3634068282558
351,Johnton,27,Urban,2018-04-05 07:12:55,22.87,1030619542522
352,Johnton,27,Urban,2018-03-15 08:40:23,43.5,7134200570421
353,Johnton,27,Urban,2018-05-02 02:19:02,32.38,8954815235985
354,Johnton,27,Urban,2018-02-28 05:42:04,12.02,6670296339067
355,Johnton,27,Urban,2018-01-22 13:10:36,24.17,7413359170219
356,Johnton,27,Urban,2018-02-26 09:36:01,18.76,6360819904963
357,Johnton,27,Urban,2018-01-21 03:20:06,28.59,5597542881853
358,Johnton,27,Urban,2018-02-14 18:21:43,43.93,5443753596638
359,Johnton,27,Urban,2018-02-07 19:40:32,30.97,6853977450248
360,Johnton,27,Urban,2018-04-11 13:41:32,33.12,7226095312061
361,Johnton,27,Urban,2018-04-26 17:02:03,4.63,3435314950289
362,Johnton,27,Urban,2018-01-25 13:17:50,28.14,7110470975159
363,Johnton,27,Urban,2018-03-04 10:30:32,36.76,3273293541841
364,Johnton,27,Urban,2018-04-11 14:40:12,16.63,7248459450448
365,Johnton,27,Urban,2018-04-29 07:50:06,17.89,1266248389669
366,Johnton,27,Urban,2018-03-15 21:16:53,30.27,1604984494757
367,Johnton,27,Urban,2018-01-14 10:53:38,19.68,8534361219730
368,Johnton,27,Urban,2018-01-31 11:17:53,23.36,3671342249951
369,Reynoldsfurt,67,Urban,2018-03-25 14:33:27,34.06,6604420154219
370,Reynoldsfurt,67,Urban,2018-05-05 17:38:07,14.95,1404730379464
371,Reynoldsfurt,67,Urban,2018-01-17 21:35:17,24.84,5000179618056
372,Reynoldsfurt,67,Urban,2018-04-19 00:56:32,13.63,7990078064277
373,Reynoldsfurt,67,Urban,2018-04-11 09:09:53,42.97,1390651031898
374,Reynoldsfurt,67,Urban,2018-03-08 07:06:54,6.08,2567207216019
375,Reynoldsfurt,67,Urban,2018-05-04 12:38:38,8.81,3238113908006
